,term,leaderId,creationTime,storageTime,serverId
0,0,-1,,,1
1,1,3,1730541933.7729878,1730541933.840986,1
2,1,3,1730541933.805722,1730541933.8438587,1
3,1,3,1730541933.8391528,1730541933.8462715,1
4,1,3,1730541933.8867252,1730541933.8887656,1
5,1,3,1730541933.9762597,1730541933.9796681,1
6,1,3,1730541934.0751762,1730541934.0784771,1
7,1,3,1730541934.175706,1730541934.1789324,1
8,1,3,1730541934.274755,1730541934.2778325,1
9,1,3,1730541934.3752058,1730541934.3785806,1
10,1,3,1730541934.475449,1730541934.4783766,1
11,1,3,1730541934.5747194,1730541934.5779023,1
12,1,3,1730541934.6750019,1730541934.6778448,1
13,1,3,1730541934.775041,1730541934.7778635,1
14,1,3,1730541934.874695,1730541934.8776317,1
15,1,3,1730541934.9750254,1730541934.9776723,1
16,1,3,1730541935.0750778,1730541935.0777736,1
17,1,3,1730541935.1744168,1730541935.1770027,1
18,1,3,1730541935.274761,1730541935.2762804,1
19,1,3,1730541935.3749058,1730541935.377534,1
20,1,3,1730541935.4753346,1730541935.4768207,1
21,1,3,1730541935.5744123,1730541935.5773337,1
22,1,3,1730541935.6747007,1730541935.6761682,1
23,1,3,1730541935.7748075,1730541935.777374,1
24,1,3,1730541935.8741925,1730541935.8766098,1
25,1,3,1730541935.974612,1730541935.9771185,1
26,1,3,1730541936.0748744,1730541936.0773041,1
27,1,3,1730541936.175059,1730541936.1813047,1
28,1,3,1730541936.2742417,1730541936.2767446,1
29,1,3,1730541936.3744116,1730541936.376846,1
30,1,3,1730541936.4745803,1730541936.477133,1
31,1,3,1730541936.574951,1730541936.5773628,1
32,1,3,1730541936.6742067,1730541936.6755228,1
33,1,3,1730541936.774342,1730541936.77694,1
34,1,3,1730541936.8745484,1730541936.8772297,1
35,1,3,1730541936.974601,1730541936.9766247,1
36,1,3,1730541937.0748975,1730541937.0771813,1
37,1,3,1730541937.1740649,1730541937.1763086,1
38,1,3,1730541937.2743723,1730541937.2767432,1
39,1,3,1730541937.374555,1730541937.3769364,1
40,1,3,1730541937.4753308,1730541937.4775934,1
41,1,3,1730541937.5739853,1730541937.5763247,1
