,term,leaderId,creationTime,storageTime,serverId
0,0,-1,,,1
1,1,5,1730412128.9705613,1730412129.0165782,1
2,1,5,1730412129.0001087,1730412129.0222433,1
3,1,5,1730412129.022095,1730412129.0251443,1
4,1,5,1730412129.1734958,1730412129.175514,1
5,1,5,1730412129.2720087,1730412129.2737377,1
6,1,5,1730412129.3720446,1730412129.3738666,1
7,1,5,1730412129.472415,1730412129.4741626,1
8,1,5,1730412129.5716467,1730412129.573383,1
9,1,5,1730412129.672166,1730412129.6739795,1
10,1,5,1730412129.7722166,1730412129.7738156,1
11,1,5,1730412129.8716276,1730412129.8732536,1
12,1,5,1730412129.971938,1730412129.9735258,1
13,1,5,1730412130.0720894,1730412130.0737925,1
14,1,5,1730412130.1721177,1730412130.1736095,1
15,1,5,1730412130.2714224,1730412130.2729588,1
16,1,5,1730412130.3717437,1730412130.3734086,1
17,1,5,1730412130.4716585,1730412130.473129,1
18,1,5,1730412130.5719666,1730412130.573423,1
19,1,5,1730412130.671304,1730412130.67581,1
20,1,5,1730412130.771345,1730412130.772872,1
21,1,5,1730412130.8715966,1730412130.8728633,1
22,1,5,1730412130.9717445,1730412130.9732707,1
23,1,5,1730412131.0719168,1730412131.0732563,1
24,1,5,1730412131.1711736,1730412131.1726468,1
25,1,5,1730412131.2712824,1730412131.2728918,1
26,1,5,1730412131.3717682,1730412131.3730567,1
27,1,5,1730412131.4716356,1730412131.4728665,1
28,1,5,1730412131.570829,1730412131.5720556,1
29,1,5,1730412131.6711257,1730412131.6727085,1
30,1,5,1730412131.7714067,1730412131.7742364,1
31,1,5,1730412131.8716595,1730412131.87419,1
32,1,5,1730412131.9716663,1730412131.9739711,1
33,1,5,1730412132.0709863,1730412132.0722847,1
34,1,5,1730412132.171129,1730412132.172306,1
35,1,5,1730412132.2712445,1730412132.2724364,1
36,1,5,1730412132.371502,1730412132.3726668,1
37,1,5,1730412132.472344,1730412132.4748418,1
38,1,5,1730412132.5709155,1730412132.572148,1
39,1,5,1730412132.671082,1730412132.673265,1
40,1,5,1730412132.7713938,1730412132.7734993,1
41,1,5,1730412132.8714812,1730412132.8725922,1
42,1,5,1730412132.970711,1730412132.971813,1
43,1,5,1730412133.0708334,1730412133.0718043,1
44,1,5,1730412133.171128,1730412133.1721864,1
45,1,5,1730412133.2711828,1730412133.2725236,1
46,1,5,1730412133.3713655,1730412133.3734438,1
47,1,5,1730412133.4706652,1730412133.4717364,1
48,1,5,1730412133.5727155,1730412133.5750852,1
49,1,5,1730412133.6712182,1730412133.6722157,1
50,1,5,1730412133.7711842,1730412133.7721722,1
51,1,5,1730412133.8712716,1730412133.8733907,1
52,1,5,1730412133.9704714,1730412133.972537,1
53,1,5,1730412134.0708768,1730412134.0719523,1
54,1,5,1730412134.170916,1730412134.1729617,1
55,1,5,1730412134.2713032,1730412134.2722154,1
56,1,5,1730412134.371384,1730412134.376893,1
57,1,5,1730412134.470506,1730412134.4769478,1
58,1,5,1730412134.570638,1730412134.5714688,1
59,1,5,1730412134.6709745,1730412134.6719432,1
60,1,5,1730412134.7712262,1730412134.7721715,1
61,1,5,1730412134.871395,1730412134.8722947,1
62,1,5,1730412134.970383,1730412134.9712932,1
63,1,5,1730412135.070741,1730412135.071494,1
64,1,5,1730412135.1709106,1730412135.171745,1
65,1,5,1730412135.271044,1730412135.2722545,1
66,1,5,1730412135.3713484,1730412135.37224,1
67,1,5,1730412135.4704769,1730412135.4714005,1
68,1,5,1730412135.5708394,1730412135.5715938,1
69,1,5,1730412135.6708512,1730412135.6725156,1
70,1,5,1730412135.7710383,1730412135.7728217,1
71,1,5,1730412135.8711865,1730412135.8729146,1
72,1,5,1730412135.9704833,1730412135.971417,1
73,1,5,1730412136.0705304,1730412136.0714493,1
74,1,5,1730412136.1708012,1730412136.172387,1
75,1,5,1730412136.2709975,1730412136.2718554,1
76,1,5,1730412136.3711648,1730412136.372049,1
77,1,5,1730412136.4703524,1730412136.4720569,1
78,1,5,1730412136.570521,1730412136.571397,1
79,2,2,1730412136.9421997,1730412136.9541347,1
80,2,2,1730412137.1444652,1730412137.1473348,1
81,2,2,1730412137.2421799,1730412137.2451003,1
82,2,2,1730412137.3423882,1730412137.3449051,1
83,2,2,1730412137.4423146,1730412137.4456394,1
84,2,2,1730412137.5433154,1730412137.5450406,1
85,2,2,1730412137.643144,1730412137.644764,1
86,2,2,1730412137.7422726,1730412137.743947,1
87,2,2,1730412137.8425364,1730412137.8441465,1
88,2,2,1730412137.942497,1730412137.9441469,1
89,2,2,1730412138.0426476,1730412138.044271,1
90,2,2,1730412138.141991,1730412138.1435757,1
91,2,2,1730412138.242045,1730412138.2436757,1
92,2,2,1730412138.3422925,1730412138.3439016,1
93,2,2,1730412138.4425352,1730412138.4440823,1
94,2,2,1730412138.542774,1730412138.5443494,1
95,2,2,1730412138.64192,1730412138.6434636,1
96,2,2,1730412138.7421281,1730412138.7435646,1
97,2,2,1730412138.8422925,1730412138.8438702,1
98,2,2,1730412138.9427204,1730412138.9442515,1
99,2,2,1730412139.0425973,1730412139.0441043,1
100,2,2,1730412139.141892,1730412139.1441846,1
101,2,2,1730412139.2421708,1730412139.2436788,1
102,2,2,1730412139.3423793,1730412139.3447227,1
103,2,2,1730412139.4424803,1730412139.444228,1
104,2,2,1730412139.541695,1730412139.5432203,1
105,2,2,1730412139.6420164,1730412139.6435022,1
106,2,2,1730412139.742083,1730412139.743549,1
107,2,2,1730412139.84238,1730412139.8438985,1
108,2,2,1730412139.9425356,1730412139.9440284,1
109,2,2,1730412140.0417159,1730412140.0431786,1
110,2,2,1730412140.1421242,1730412140.1437113,1
111,2,2,1730412140.242309,1730412140.2438295,1
112,2,2,1730412140.3424304,1730412140.3438554,1
113,2,2,1730412140.4426613,1730412140.44419,1
114,2,2,1730412140.5420017,1730412140.5436015,1
115,2,2,1730412140.6420152,1730412140.6434264,1
116,2,2,1730412140.7420704,1730412140.7436397,1
117,2,2,1730412140.8424544,1730412140.8438492,1
118,2,2,1730412140.9426026,1730412140.9440541,1
119,2,2,1730412141.0415053,1730412141.042873,1
120,2,2,1730412141.1417758,1730412141.1431344,1
121,2,2,1730412141.2419868,1730412141.2433999,1
122,2,2,1730412141.3422017,1730412141.343432,1
123,2,2,1730412141.4424233,1730412141.443742,1
124,2,2,1730412141.541508,1730412141.5428278,1
125,2,2,1730412141.6417599,1730412141.6431885,1
126,2,2,1730412141.7419715,1730412141.7435129,1
127,2,2,1730412141.842231,1730412141.8434858,1
128,2,2,1730412141.9425373,1730412141.943908,1
129,2,2,1730412142.0416856,1730412142.0432384,1
130,2,2,1730412142.141982,1730412142.1433203,1
131,2,2,1730412142.2421854,1730412142.2433388,1
132,2,2,1730412142.342412,1730412142.343721,1
133,2,2,1730412142.3644814,1730412142.3657744,1
134,2,2,1730412142.3856153,1730412142.3869112,1
135,2,2,1730412142.406732,1730412142.4080322,1
136,2,2,1730412142.4279487,1730412142.429157,1
137,2,2,1730412142.4491665,1730412142.4503286,1
138,2,2,1730412142.5086813,1730412142.509895,1
139,2,2,1730412142.5410075,1730412142.5431004,1
140,2,2,1730412142.581552,1730412142.5829031,1
141,2,2,1730412142.6415682,1730412142.6434088,1
142,2,2,1730412142.7417653,1730412142.7435544,1
143,2,2,1730412142.8420568,1730412142.8441756,1
144,2,2,1730412142.9411714,1730412142.943037,1
145,2,2,1730412143.0414734,1730412143.043546,1
146,2,2,1730412143.063138,1730412143.0643024,1
147,2,2,1730412143.0843468,1730412143.0854907,1
148,2,2,1730412143.1055377,1730412143.106711,1
149,2,2,1730412143.12679,1730412143.1279593,1
150,2,2,1730412143.1825452,1730412143.1837773,1
151,2,2,1730412143.2244897,1730412143.2257214,1
152,2,2,1730412143.342072,1730412143.3439984,1
153,2,2,1730412143.4413295,1730412143.443152,1
154,2,2,1730412143.5413897,1730412143.5438106,1
155,2,2,1730412143.641563,1730412143.6433043,1
156,2,2,1730412143.6626675,1730412143.6640434,1
157,2,2,1730412143.6837697,1730412143.6851256,1
158,2,2,1730412143.7049174,1730412143.7060418,1
159,2,2,1730412143.726066,1730412143.7271953,1
160,2,2,1730412143.7471862,1730412143.748274,1
161,2,2,1730412143.768287,1730412143.7693717,1
162,2,2,1730412143.789356,1730412143.7904038,1
163,2,2,1730412143.8103893,1730412143.8114545,1
164,2,2,1730412143.8314807,1730412143.832525,1
165,2,2,1730412143.8525703,1730412143.8537073,1
166,2,2,1730412143.8754876,1730412143.8767424,1
167,2,2,1730412143.8993871,1730412143.9012845,1
168,2,2,1730412143.9226472,1730412143.9237754,1
169,2,2,1730412143.9501317,1730412143.9512815,1
170,2,2,1730412143.9730349,1730412143.9741454,1
171,2,2,1730412144.02842,1730412144.029587,1
172,2,2,1730412144.1414113,1730412144.1430602,1
173,2,2,1730412144.2416227,1730412144.2433066,1
174,2,2,1730412144.3416922,1730412144.3433323,1
175,2,2,1730412144.4408705,1730412144.4425123,1
176,2,2,1730412144.5410016,1730412144.5426269,1
177,2,2,1730412144.6411881,1730412144.642922,1
178,2,2,1730412144.741357,1730412144.742969,1
179,2,2,1730412144.8415055,1730412144.8431997,1
180,2,2,1730412144.9416907,1730412144.9434867,1
181,2,2,1730412145.041782,1730412145.0443115,1
182,2,2,1730412145.1409774,1730412145.1429105,1
183,2,2,1730412145.2412083,1730412145.2428696,1
184,2,2,1730412145.341343,1730412145.3430243,1
185,2,2,1730412145.4415102,1730412145.4431524,1
186,2,2,1730412145.5416937,1730412145.5432186,1
187,2,2,1730412145.641879,1730412145.6436353,1
188,2,2,1730412145.7410052,1730412145.7426116,1
189,2,2,1730412145.841298,1730412145.8428738,1
190,2,2,1730412145.9414008,1730412145.9429388,1
191,2,2,1730412146.0415447,1730412146.0430973,1
